id,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,pageranks,componentnumber,strongcompnum,clustering,eigencentrality
ACE2,2,0,2,-0.354550838470459,0.0,-0.354550838470459,0.0,0.0,0.0,0.0,2,0.09057684441280266,0,0,0.0,0.6869836720010133
ASH1,1,1,2,-4.396114349365234,-8.19633674621582,-12.592451095581055,4.0,0.375,0.4375,12.0,0,0.03540173110902857,0,3,0.0,0.004927111131192813
CIN5,2,3,5,-1.8119704723358154,-0.030081123113632202,-1.8420515954494476,3.0,0.5,0.5909090909090909,13.833333333333332,2,0.07414583700398597,0,2,0.1666666716337204,0.5861548871647876
GCR2,2,3,5,1.4607653617858887,-0.8362216055393219,0.6245437562465668,4.0,0.44,0.5606060606060606,25.0,3,0.07489786604174364,0,2,0.0,0.4962900361686862
GLN3,0,1,1,0.0,-0.647033154964447,-0.647033154964447,4.0,0.3870967741935484,0.4375,0.0,1,0.01913100381657292,0,4,0.0,0.0
HAP4,2,5,7,-7.271695196628571,3.078660309314728,-4.193034887313843,3.0,0.55,0.6818181818181818,33.833333333333336,2,0.07087218346185442,0,2,0.10000000149011612,0.37289994689121336
HMO1,4,1,5,0.1177147775888443,0.34562358260154724,0.46333836019039154,5.0,0.2894736842105263,0.36515151515151517,25.333333333333332,3,0.09222725613549862,0,2,0.15000000596046448,0.9178363279439864
MSN2,1,1,2,0.1808973252773285,4.121981620788574,4.302878946065903,5.0,0.34375,0.4121212121212121,1.3333333333333333,3,0.04015547765068575,0,2,0.0,0.28320221905055154
SFP1,2,2,4,-2.650332823395729,-4.3894402384758,-7.039773061871529,6.0,0.28205128205128205,0.40303030303030307,2.0,4,0.052398856799786835,0,2,0.1666666716337204,0.4488480139571472
STB5,3,2,5,0.1275734305381775,-3.1537821292877197,-3.0262086987495422,4.0,0.36666666666666664,0.46212121212121215,44.5,3,0.13976125636789458,0,2,0.05000000074505806,1.0
SWI4,1,2,3,1.7292611598968506,0.8297813385725021,2.5590424984693527,6.0,0.28205128205128205,0.40303030303030307,2.0,3,0.04034980302231829,0,2,0.0,0.24881004344824617
SWI5,0,1,1,0.0,-4.396114349365234,-4.396114349365234,5.0,0.28888888888888886,0.3474358974358974,0.0,5,0.01913100381657292,0,5,0.0,0.0
YHP1,4,4,8,-4.294258251786232,1.1380069255828857,-3.1562513262033463,3.0,0.5789473684210527,0.6666666666666666,53.166666666666664,2,0.10184298882625448,0,2,0.06666667014360428,0.7165370959946903
YOX1,1,2,3,-2.617983818054199,-8.434211254119873,-11.052195072174072,3.0,0.4583333333333333,0.5303030303030302,36.0,6,0.07852779063533412,0,2,0.5,0.4869457014921121
ZAP1,3,0,3,-0.7884731292724609,0.0,-0.7884731292724609,0.0,0.0,0.0,0.0,2,0.07058015305373011,0,1,0.1666666716337204,0.5600512360832441
