SPOT	Gene Symbol	15m	30m	60m	90m	120m
1843	YFL029C	-0.53945	-0.162325	0.206425	1.881325	1.14385
1858	YFL044C	-0.6568	-0.729675	-1.15575	-0.767825	0.451533333
1862	YFL048C	0.13195	-0.448175	-0.1993	0.360675	0.905466667
1867	YFL053W	-0.48235	-0.806325	-0.706725	-0.10165	-0.064325
1874	YFL060C	-0.565625	-0.866	-0.892125	-0.14605	0.0863
1876	YFL062W	-0.9754	-1.1079	-0.439225	2.166675	0.3775
1877	YFL063W	0.329575	1.095975	1.1157	0.216575	-1.445475
1879	YFL065C	-0.95895	-1.197075	-0.83435	0.448225	0.3231
1880	YFL066C	-0.624575	-0.369	0.009225	2.3006	1.72765
1881	YFL067W	0.027675	0.021575	0.040225	1.948975	1.301925
1906	YFR024C-A	-1.073875	-1.375575	-1.535325	-0.422725	0.646925
1912	YFR030W	-0.49945	-1.146825	-1.208075	-0.659925	-0.15415
1915	YFR032C	1.9031	2.139175	1.377075	0.41125	-0.0388
1922	YFR039C	-0.989525	-1.4454	-0.963775	0.118325	0.530275
1928	YFR045W	-0.238433333	-1.072825	-0.706875	-0.11695	0.3367
1930	YFR047C	-0.932525	-0.8819	-1.16945	-0.69405	0.393575
1931	YFR048W	1.6653	2.2276	1.072075	0.284675	-0.18605
1933	YFR050C	-0.5165	-0.592075	-0.673825	-0.01315	-0.7985
1936	YFR053C	0.32705	0.238725	-0.016925	1.376575	1.686175
1938	YFR055W	0.248225	0.976625	0.38475	-1.102375	-1.2294
1939	YFR056C	1.006225	0.676275	0.7854	-0.1786	-0.325033333
1952	YGL012W	-0.344175	-1.073875	-0.954125	-0.52275	0.294175
1956	YGL016W	-0.097675	-0.9955	-0.7871	-0.78	-0.521125
1957	YGL017W	1.172125	0.284225	-0.20845	-0.154075	-0.327275
1969	YGL029W	2.505875	3.114675	0.406325	-1.6532	-1.25145
1976	YGL036W	-0.450675	-0.560325	-0.29305	-0.427825	-0.4812
1977	YGL037C	-1.5212	-2.158125	-1.994275	2.893775	2.405725
1979	YGL039W	-0.68225	-0.0585	-0.4801	-2.077225	-1.937275
1983	YGL043W	-0.485675	-0.916125	-0.8317	-0.860325	-0.2914
1984	YGL044C	1.261175	2.148325	1.331575	-0.311775	-0.133975
1985	YGL045W	-1.0808	-0.916575	-0.514525	0.193975	0.225625
1986	YGL047W	-1.735825	-1.9971	-1.818775	0.809325	0.232425
1994	YGL055W	4.06175	5.397425	0.16015	-7.3543	-8.3024
1995	YGL056C	2.82025	2.70745	1.049675	-1.473725	-0.375125
2000	YGL061C	-1.54685	-2.06035	-1.22985	-0.3032	0.014725
2012	YGL073W	-1.30625	-0.646825	-0.2707	0.36275	0.7021
2017	YGL078C	1.29195	2.544925	2.03335	-1.26345	-0.997925
2018	YGL079W	-1.1987	-1.2702	-0.635075	0.848575	0.5608
2026	YGL087C	-1.5692	-1.271125	-0.82455	-0.826525	-0.149275
2037	YGL098W	0.25315	0.338375	0.939525	1.79925	0.597175
2046	YGL107C	1.735975	1.225025	0.842725	0.167325	0.719175
2047	YGL108C	-1.9015	-1.506833333	-1.6178	-0.57665	0.494225
2048	YGL109W	-1.127575	-0.953275	-0.818625	-1.270225	0.430425
2061	YGL122C	2.009125	1.8355	1.378825	-0.22805	-0.216325
2065	YGL126W	-0.5002	-0.7068	-0.95155	0.234825	-0.05585
2071	YGL132W	-0.2525	-0.7393	-0.7226	0.310375	-0.010175
2075	YGL136C	-0.4494	-1.99365	-1.010825	-0.076275	-0.461475
2079	YGL140C	-0.19285	-0.26815	-0.523725	0.343775	-0.15395
2082	YGL143C	-0.95655	-1.90135	-0.9447	0.710775	0.37155
2083	YGL144C	1.585625	1.255675	0.474625	-0.4666	-0.936975
2092	YGL153W	-1.58975	-0.736125	-0.8187	-0.425433333	-0.32915
