SPOT	Gene Symbol	15m	30m	60m	90m	120m
5572	YOR264W	-0.431725	-1.26705	-1.407275	-0.2085	-0.359525
5582	YOR274W	0.960675	1.49485	0.8946	-0.90835	-0.05185
5587	YOR279C	0.4957	0.60715	1.187225	0.8817	0.55025
5589	YOR281C	0.45005	1.496375	0.427975	-0.272775	-0.3574
5595	YOR287C	1.6895	2.23015	0.9921	-0.331525	-0.102675
5599	YOR291W	0.039375	0.3038	0.649175	0.3893	0.579
5600	YOR292C	-1.630433333	-1.732233333	-1.26885	-0.349366667	-0.238266667
5602	YOR294W	1.755675	2.6942	1.9783	0.323825	0.066
5607	YOR299W	-0.313425	-0.11105	0.4899	0.8451	0.509725
5619	YOR310C	0.42185	0.514075	0.336375	-0.552075	-1.69325
5624	YOR315W	-1.847925	-2.209475	-1.460475	-1.5311	-1.087675
5640	YOR331C	-0.248225	-0.492375	-1.1292	-0.37125	-1.2528
5641	YOR332W	-0.469325	-0.437	-0.99625	-0.4585	-1.406375
5648	YOR339C	2.6474	2.86805	1.744625	0.537125	0.276875
5661	YOR352W	-0.8708	-0.7857	-1.28545	-0.449125	-0.40915
5664	YOR355W	-1.11445	-2.5209	-1.44855	0.0477	-0.84535
5666	YOR357C	-0.964	-1.955725	-1.9383	-0.50155	-0.07435
5669	YOR360C	1.953875	1.00545	0.31655	0.065875	-0.409475
5676	YOR367W	-1.494825	-1.91515	-1.150425	-0.603775	0.09505
5688	YOR379C	-0.19615	-0.14015	-0.551075	-0.723725	-0.352775
5694	YOR385W	0.161675	0.808325	1.860075	-0.01105	-0.357325
5696	YOR387C	-0.945825	-0.96915	-0.469575	-0.4857	-1.03935
5705	YPL002C	-0.2946	-0.09305	-0.818475	0.05645	-0.859925
5713	YPL010W	-0.520075	-0.26025	-0.68475	-1.13755	-0.5635
5734	YPL031C	-1.1389	-1.797775	-2.6493	-0.8939	-0.345375
5738	YPL035C	-0.878375	-0.640975	-0.5706	-0.5298	-0.517075
5742	YPL039W	0.894275	1.65945	0.1899	-0.498375	-0.817625
5744	YPL041C	-0.577875	-0.49065	-0.814475	-0.384125	-0.541575
5746	YPL043W	1.48055	1.516425	1.11585	0.189125	-0.54295
5755	YPL052W	0.4364	2.19395	2.138075	0.16555	0.2162
5759	YPL056C	-1.340325	-1.32425	-0.5489	-0.697225	0.292225
5762	YPL059W	-0.858775	-1.124225	-0.8889	-0.029525	0.38655
5763	YPL060W	-0.739725	-0.63545	-0.798075	-0.50965	0.1748
5770	YPL067C	-0.606825	-0.5918	-1.1379	-0.8504	0.03715
5771	YPL068C	1.0441	1.47725	0.5153	-0.802675	-0.249075
5772	YPL069C	1.4234	1.0199	1.772475	0.843075	0.13295
5779	YPL076W	0.79425	1.519725	1.284475	0.316675	0.255075
5780	YPL077C	-1.152725	-0.442525	-0.6507	-0.858375	-0.0483
5785	YPL082C	-0.77935	-0.5664	-0.2896	-0.1388	0.3723
5791	YPL088W	1.59535	2.901275	1.8231	0.291975	-0.21285
5792	YPL089C	0.99585	0.287475	0.822925	-0.107775	-0.01715
5795	YPL092W	0.3171	1.20435	1.614675	0.385575	-0.2816
5797	YPL094C	-0.2484	0.353375	-0.110875	-0.573525	-1.706825
5804	YPL101W	0.302175	0.478525	0.792275	0.475525	0.48
5808	YPL105C	0.7748	1.13405	0.544325	0.5567	-0.05165
5823	YPL120W	-0.715075	-1.54065	-0.89925	-0.52575	-0.055675
5827	YPL124W	-1.546325	-1.456175	-1.743675	0.088025	-0.1038
5829	YPL126W	0.787325	0.766525	0.721825	0.84445	0.718525
5835	YPL132W	0.83115	0.88285	0.3413	0.2099	-0.0082
5839	YPL136W	0.0836	0.972633333	0.5306	0.61955	0.02035
5842	YPL139C	0.679	0.6117	0.857675	0.53205	0.30205
5849	YPL146C	-0.168675	2.94225	0.7968	-0.529025	-1.40725
5860	YPL157W	1.10535	1.147975	0.965675	-0.03575	-0.35165
5862	YPL159C	1.48345	1.9438	1.020775	0.000675	-0.0376
5868	YPL165C	-0.02475	0.41895	0.444375	0.68925	0.5945
5869	YPL166W	2.36745	4.615425	2.54405	3.188266667	0.3065
5878	YPL175W	0.65245	0.7554	0.540875	-0.004425	0.314325
5880	YPL177C	-0.07435	0.18395	-1.23385	-0.71495	-0.231375
5884	YPL181W	0.994025	0.8685	0.837325	-0.13745	0.293875
5888	YPL185W	0.679	1.72525	1.3102	0.532575	0.835925
5891	YPL188W	-0.01575	0.5394	1.438975	0.35495	0.089
5896	YPL193W	1.423225	2.024525	1.6543	-0.37365	-0.704825
5899	YPL196W	-0.770725	-1.447525	-1.348825	-0.171425	-0.4508
5907	YPL204W	1.2363	1.117	1.22635	0.362125	0.05495
5909	YPL206C	-0.380375	-0.913325	-1.77155	-0.643225	-0.547225
5910	YPL207W	0.447675	0.664425	0.595575	0.6061	0.478225
5920	YPL217C	0.95115	0.994225	1.546175	1.110275	0.61695
5932	YPL229W	1.035	0.9788	0.183	-0.1563	-0.13895
5936	YPL233W	0.578475	1.533175	1.6007	0.2489	-0.550725
5938	YPL235W	1.5924	1.72725	1.52395	0.60455	-0.48375
5943	YPL240C	-1.0499	-2.986775	-2.332175	-1.16605	-2.0165
5948	YPL245W	0.890425	1.131075	1.404725	-0.0437	0.400275
5953	YPL250C	0.462575	5.2147	5.805	2.682375	0.1271
5970	YPL267W	-2.08815	-3.63795	-2.1002	1.7457	0.62755
5976	YPL273W	-0.321925	-0.630575	-1.40125	-1.165275	-2.157825
5987	YPR001W	0.17495	0.73885	0.44005	0.408225	0.16215
5994	YPR008W	1.11955	1.425825	0.96275	0.29085	-0.195625
5995	YPR009W	1.1118	2.0702	1.593475	0.512475	0.21435
5999	YPR013C	0.56705	0.690725	-0.4275	-0.843975	-0.82215
6000	YPR014C	0.537625	0.4922	-0.145075	-0.64735	-0.530825
6001	YPR015C	0.177375	1.042675	0.040275	0.02015	-0.771075
6040	YPR054W	-0.038575	-0.425525	0.5183	0.875725	0.3816
6049	YPR063C	-0.93705	-0.309975	-0.1478	-0.473025	-0.5388
6051	YPR065W	-0.536925	-1.553775	-1.207275	0.00615	0.5071
6053	YPR067W	-0.78095	-1.122125	-1.17305	-0.357725	0.101175
6059	YPR073C	-0.6769	-0.74155	-1.185175	-0.6186	-0.24835
6067	YPR081C	-0.530375	-0.0548	0.846825	1.64965	1.903875
6068	YPR082C	1.206825	-1.089825	-1.978625	0.70725	1.1089
6071	YPR085C	0.396625	0.800475	1.11075	0.166075	0.0518
