SPOT	Gene Symbol	15m	30m	60m	90m	120m
4979	YNL251C	3.1419	1.623775	2.573925	-0.31595	-0.335775
4983	YNL255C	1.933525	1.58845	1.8845	0.483775	0.3826
4991	YNL263C	0.588675	-0.062025	0.617325	1.28745	0.262975
4996	YNL268W	0.983125	0.8313	0.493975	-0.34985	0.289925
5003	YNL275W	1.302075	1.562525	1.9146	0.872125	-0.08225
5009	YNL281W	-1.1979	-1.012566667	-1.460675	0.507125	-0.21215
5012	YNL284C	1.7823	0.70305	1.2434	0.285225	0.7943
5014	YNL286W	-0.78425	-0.493725	-0.818125	0.0632	-0.0548
5015	YNL287W	0.7079	0.983875	0.64965	0.9875	1.3163
5016	YNL288W	1.3295	0.638925	1.000325	0.80985	0.40725
5023	YNL295W	0.7848	0.134125	0.63595	-0.7015	-0.14545
5031	YNL303W	-2.545625	0.291075	-2.0801	-0.74965	-1.826725
5032	YNL304W	-1.682175	-2.132025	-0.919925	-0.064	-0.419025
5033	YNL305C	-1.9601	-2.424525	-1.35275	1.014025	1.21885
5036	YNL308C	0.977075	1.080675	0.915925	-2.2486	-0.712825
5038	YNL310C	-1.5136	-1.16025	-1.42685	0.41365	-0.08885
5040	YNL312W	-0.711225	-0.725225	-0.95775	1.4577	-0.300825
5045	YNL317W	1.80955	0.70705	1.10215	-0.035675	0.04625
5071	YNR004W	0.9136	1.564925	1.54445	-0.6113	0.07185
5073	YNR006W	0.791725	0.96955	1.2674	0.505675	0.701175
5075	YNR008W	1.3994	1.594033333	1.064575	0.1468	0.6445
5079	YNR012W	0.714575	0.7498	1.182475	-1.142666667	-0.428333333
5082	YNR015W	1.713875	1.2162	1.306925	-1.618775	-0.551425
5085	YNR018W	2.265225	1.749833333	1.8725	-1.08565	0.704475
5091	YNR024W	1.7334	1.681575	1.2335	-1.243075	-0.1871
5094	YNR027W	1.0324	0.49445	0.754	-0.677575	-0.55955
5095	YNR028W	1.664975	1.3534	1.63025	0.0228	0.692475
5096	YNR029C	1.59055	1.4421	1.112266667	0.076266667	0.524966667
5102	YNR035C	0.00875	-0.803925	-0.697075	1.294	1.2024
5121	YNR054C	1.1821	1.743275	1.2046	-1.6366	-0.53715
5131	YNR064C	-1.955375	-2.348266667	-2.3633	-1.50665	-0.7115
5138	YNR071C	1.27545	1.00905	0.9254	-0.176325	-0.3348
5145	YOL001W	1.053275	1.330725	1.6772	-0.57955	-0.247275
5146	YOL002C	5.3416	4.86975	4.99875	-4.025975	-2.646275
5171	YOL027C	1.555125	0.542025	2.102525	-0.7271	-0.245866667
5176	YOL032W	-2.49285	-2.318025	-0.9903	1.46685	2.552375
5180	YOL036W	0.027375	-0.133425	-0.834675	-3.19135	1.609975
5182	YOL038W	0.7462	0.4828	1.17255	1.359175	0.04275
5185	YOL041C	2.354075	2.027875	1.81235	-1.63375	-0.2174
5211	YOL066C	-0.933266667	-1.38035	-0.598275	-0.0035	-0.02625
5216	YOL071W	0.138333333	-0.686475	0.506	1.276025	1.757125
5221	YOL077C	1.46175	0.8342	1.621975	-1.339375	-0.2556
5223	YOL079W	2.41025	2.7675	3.051325	-1.5029	-0.313625
5224	YOL080C	2.8824	3.060725	3.67405	-1.24655	-0.62895
5226	YOL082W	-0.822475	-1.171725	-0.819825	1.9365	1.7589
5227	YOL083W	-0.823925	-0.646775	-0.330075	1.0418	0.34355
5245	YOL101C	5.6284	4.5876	3.471733333	-5.583125	-3.739875
5253	YOL109W	-4.602125	-4.46805	-3.095975	0.6271	1.251733333
5254	YOL110W	-1.248825	-1.494375	-1.877033333	0.714325	-0.284633333
5266	YOL122C	-0.58345	-0.813175	-0.49725	0.37135	1.2965
5267	YOL123W	2.402375	2.122275	3.639475	-2.275625	-0.3371
5268	YOL124C	2.93185	2.701825	1.95445	-2.1498	-0.403225
5269	YOL125W	0.65515	0.33855	0.8138	-1.195025	-0.379025
5273	YOL129W	-0.7263	-1.151875	-1.2418	2.43355	0.90785
5278	YOL134C	0.546825	1.22105	0.465775	0.51365	-0.046625
5279	YOL135C	-0.705475	-1.067825	-0.756275	0.100333333	0.510425
5280	YOL136C	4.7324	2.79325	0.377175	-0.066075	0.278275
5284	YOL140W	-0.57015	-0.5889	-0.56105	-1.954425	-1.33455
5286	YOL142W	2.1374	1.86785	2.276325	-1.048225	-0.4972
5290	YOL146W	-0.391875	-0.84295	-1.197425	0.261675	0.0849
5294	YOL150C	-1.092725	-1.159375	-0.660275	2.42445	0.144975
5313	YOR003W	2.35585	1.897625	0.990225	-0.455225	-0.747275
5314	YOR004W	2.72435	2.091175	2.96105	-2.7832	-1.134275
5316	YOR006C	0.925025	1.58795	0.2256	-0.98445	-0.051825
5318	YOR008C	2.218	1.69275	1.83075	0.5607	0.3633
5319	YOR009W	2.1337	1.911675	1.766725	0.9703	-0.223875
